count,min,max,mean,median,std_dev,variance,25th_percentile,75th_percentile,agreement_rate (%)
10,0.7772579943,0.8935333512,0.87130485523,0.8935333512,0.0469242109708755,0.0022018815752392323,0.8935333512,0.8935333512,100.0
