count,min,max,mean,median,std_dev,variance,25th_percentile,75th_percentile,agreement_rate (%)
50,0.0,0.8127501543,0.53803418952,0.54032547135,0.1801848604228411,0.03246658392559873,0.5220757455,0.607415213925,92.0
