count,min,max,mean,median,std_dev,variance,25th_percentile,75th_percentile,agreement_rate (%)
100,0.0,0.9715031736,0.7336476245,0.7737965004,0.14144058398803744,0.02000543879887707,0.606212119425,0.8369967444,99.0
