count,min,max,mean,median,std_dev,variance,25th_percentile,75th_percentile,agreement_rate (%)
10,0.5738809699,0.7119328585,0.65068807978,0.6564183226,0.0474668528363102,0.0022531021181839295,0.61004086105,0.6785189041,100.0
