count,min,max,mean,median,std_dev,variance,25th_percentile,75th_percentile,agreement_rate (%)
10,0.0,0.8752165734,0.5135167198399999,0.54032547135,0.2950760517865074,0.0870698763379136,0.52030585065,0.719554548825,80.0
