count,min,max,mean,median,std_dev,variance,25th_percentile,75th_percentile,agreement_rate (%)
25,0.7875237484,0.9715031736,0.87628832772,0.8935333512,0.054960138966270604,0.0030206168751917765,0.8369967444,0.8935333512,100.0
