count,min,max,mean,median,std_dev,variance,25th_percentile,75th_percentile,agreement_rate (%)
5,0.0,0.8369967444,0.6598987594800001,0.8127501543,0.3690937763921017,0.13623021577138278,0.8127501543,0.8369967444,80.0
