count,min,max,mean,median,std_dev,variance,25th_percentile,75th_percentile,agreement_rate (%)
10,0.7772579943,0.9472565835,0.85724760414,0.8412469807,0.04926311123801454,0.0024268541288489944,0.8355895985249999,0.8935333512,100.0
