count,min,max,mean,median,std_dev,variance,25th_percentile,75th_percentile,agreement_rate (%)
30,0.0,0.8752165734,0.5191024315466666,0.8127501543,0.40224961502838336,0.16180475279048262,0.0,0.8127501543,63.33333333333333
