count,min,max,mean,median,std_dev,variance,25th_percentile,75th_percentile,agreement_rate (%)
30,0.0,0.8752165734,0.7659081876966667,0.8127501543,0.20967196863051352,0.043962334429395046,0.8081553312,0.8369967444,93.33333333333333
